[08-08-18 17:37:09.368] LSM_raw: 	-0.64	-0.33	9.72	1.03	1.87	4.56	10.03	7.83	14.26
[08-08-18 17:37:09.368] MPU_raw: 	0.06	0.10	9.52	0.00	-0.03	0.02	16.80	19.50	-18.00
[08-08-18 17:37:09.368] MPU_ypr: 	0.39	-0.19	11.39
[08-08-18 17:37:09.368] LSM_raw: 	-0.61	-0.32	9.72	0.41	1.33	5.81	10.07	7.78	14.55
[08-08-18 17:37:09.503] MPU_raw: 	0.03	0.05	9.49	0.01	-0.03	0.04	16.80	19.50	-18.00
[08-08-18 17:37:09.503] MPU_ypr: 	0.38	-0.21	11.45
[08-08-18 17:37:09.503] LSM_raw: 	-0.61	-0.32	9.70	1.17	1.49	6.22	10.26	7.79	14.11
[08-08-18 17:37:09.503] MPU_raw: 	0.07	0.04	9.47	0.01	-0.03	0.04	16.80	19.50	-18.00
[08-08-18 17:37:09.503] MPU_ypr: 	0.37	-0.23	11.52
[08-08-18 17:37:09.503] LSM_raw: 	-0.64	-0.30	9.76	-0.50	0.64	6.19	10.07	7.70	14.51
[08-08-18 17:37:09.503] MPU_raw: 	0.08	0.06	9.52	0.01	-0.02	0.05	17.70	19.80	-17.10
[08-08-18 17:37:09.503] MPU_ypr: 	0.36	-0.25	11.60
[08-08-18 17:37:09.503] LSM_raw: 	-0.86	-0.27	9.70	-1.30	-0.91	7.78	10.08	7.80	14.06
[08-08-18 17:37:09.503] MPU_raw: 	0.20	0.07	9.48	0.02	0.01	0.06	17.70	19.80	-17.10
[08-08-18 17:37:09.503] MPU_ypr: 	0.36	-0.26	11.68
[08-08-18 17:37:09.503] LSM_raw: 	-0.60	-0.33	9.77	-1.14	-1.06	6.66	10.19	7.70	15.01
[08-08-18 17:37:09.503] MPU_raw: 	0.08	0.08	9.47	0.02	0.01	0.06	17.70	19.80	-17.10
[08-08-18 17:37:09.503] MPU_ypr: 	0.37	-0.23	11.77
[08-08-18 17:37:09.503] LSM_raw: 	-0.59	-0.32	9.74	-0.46	-0.42	6.56	10.18	7.73	15.00
